time,open,high,low,close,volume
2019-12-31 16:00:00,0.67497,0.67519,0.67456,0.67471,2291
2019-12-31 17:00:00,0.67473,0.67554,0.67403,0.67426,3578
2019-12-31 18:00:00,0.6742,0.67492,0.67384,0.67439,2595
2019-12-31 19:00:00,0.67441,0.6745,0.67348,0.67433,1498
2019-12-31 20:00:00,0.6743,0.67439,0.67323,0.67332,799
2019-12-31 21:00:00,0.67328,0.67363,0.67291,0.67293,631
2019-12-31 22:00:00,0.67289,0.67327,0.67289,0.67316,648
2019-12-31 23:00:00,0.67311,0.67321,0.67271,0.67313,503
2020-01-02 00:00:00,0.67361,0.67361,0.67132,0.67271,358
2020-01-02 01:00:00,0.67291,0.67372,0.67285,0.67356,1187
2020-01-02 02:00:00,0.67352,0.6739,0.67314,0.6733,2535
2020-01-02 03:00:00,0.67331,0.67372,0.67277,0.67308,3466
2020-01-02 04:00:00,0.67306,0.67324,0.67261,0.67285,3017
2020-01-02 05:00:00,0.67288,0.67294,0.67214,0.67219,2887
2020-01-02 06:00:00,0.67218,0.67245,0.67181,0.67194,2713
2020-01-02 07:00:00,0.67193,0.67224,0.67136,0.67219,2363
2020-01-02 08:00:00,0.67218,0.67229,0.67158,0.67191,1782
2020-01-02 09:00:00,0.6719,0.67228,0.6717,0.67211,1737
2020-01-02 10:00:00,0.6721,0.67246,0.67159,0.67205,1785
2020-01-02 11:00:00,0.67203,0.67234,0.67069,0.67083,1737
2020-01-02 12:00:00,0.67085,0.67102,0.67,0.67054,1670
2020-01-02 13:00:00,0.67053,0.67065,0.66843,0.6688,1830
2020-01-02 14:00:00,0.66879,0.66958,0.66848,0.66937,2051
2020-01-02 15:00:00,0.66936,0.67015,0.66922,0.67011,2021
2020-01-02 16:00:00,0.67014,0.67075,0.66918,0.67051,2471
2020-01-02 17:00:00,0.6705,0.67133,0.67006,0.67121,2644
2020-01-02 18:00:00,0.6712,0.67132,0.66904,0.66913,1395
2020-01-02 19:00:00,0.66912,0.66926,0.66843,0.66879,1336
2020-01-02 20:00:00,0.66882,0.66897,0.66852,0.66886,857
