time,open,high,low,close,volume
2020-01-02 00:00:00,23638.0,23795.0,23553.0,23718.0,3071
2020-01-03 00:00:00,23710.0,23798.0,23168.0,23313.0,12535
2020-01-06 00:00:00,23143.0,23368.0,23053.0,23330.0,13694
2020-01-07 00:00:00,23315.0,23573.0,23278.0,23353.0,12353
2020-01-08 00:00:00,23363.0,23608.0,22938.0,23528.0,28544
2020-01-09 00:00:00,23525.0,23802.0,23498.0,23784.0,9702
2020-01-10 00:00:00,23762.0,23902.0,23662.0,23700.0,8578
2020-01-13 00:00:00,23727.0,23975.0,23710.0,23962.0,4779
2020-01-14 00:00:00,23965.0,24050.0,23860.0,24010.0,10912
2020-01-15 00:00:00,24000.0,24005.0,23868.0,23958.0,9626
2020-01-16 00:00:00,23963.0,24098.0,23898.0,24090.0,7320
2020-01-17 00:00:00,24088.0,24138.0,24006.0,24051.0,5888
2020-01-20 00:00:00,24063.0,24101.0,24026.0,24056.0,2677
2020-01-21 00:00:00,24058.0,24066.0,23772.0,23789.0,11035
2020-01-22 00:00:00,23797.0,24044.0,23777.0,23824.0,10152
2020-01-23 00:00:00,23832.0,23907.0,23627.0,23812.0,14036
2020-01-24 00:00:00,23817.0,23912.0,23567.0,23649.0,15030
2020-01-27 00:00:00,23392.0,23457.0,23049.0,23054.0,23445
2020-01-28 00:00:00,23059.0,23397.0,23012.0,23372.0,17241
2020-01-29 00:00:00,23377.0,23414.0,23202.0,23252.0,15388
2020-01-30 00:00:00,23263.0,23303.0,22836.0,23213.0,27953
2020-01-31 00:00:00,23183.0,23421.0,22631.0,22731.0,30341
2020-02-03 00:00:00,22648.0,23033.0,22641.0,22885.0,26988
2020-02-04 00:00:00,22883.0,23420.0,22825.0,23400.0,19456
2020-02-05 00:00:00,23385.0,23723.0,23235.0,23705.0,24700
2020-02-06 00:00:00,23718.0,23996.0,23653.0,23996.0,18775
2020-02-07 00:00:00,23998.0,24036.0,23676.0,23686.0,20051
2020-02-10 00:00:00,23683.0,23814.0,23546.0,23704.0,17426
2020-02-11 00:00:00,23699.0,24029.0,23689.0,23904.0,9106
2020-02-12 00:00:00,23914.0,23989.0,23724.0,23984.0,12025
2020-02-13 00:00:00,23974.0,23984.0,23572.0,23734.0,19549
2020-02-14 00:00:00,23729.0,23777.0,23482.0,23549.0,12192
2020-02-17 00:00:00,23537.0,23627.0,23332.0,23507.0,7411
2020-02-18 00:00:00,23397.0,23447.0,23097.0,23209.0,15236
2020-02-19 00:00:00,23222.0,23677.0,23219.0,23599.0,13347
2020-02-20 00:00:00,23609.0,23804.0,23334.0,23499.0,25532
2020-02-21 00:00:00,23484.0,23587.0,23107.0,23207.0,24775
2020-02-24 00:00:00,22982.0,22999.0,22082.0,22207.0,29315
2020-02-25 00:00:00,22182.0,22745.0,21905.0,22142.0,47337
2020-02-26 00:00:00,22127.0,22513.0,22003.0,22193.0,58325
2020-02-27 00:00:00,22196.0,22329.0,21170.0,21192.0,60780
2020-02-28 00:00:00,21182.0,21447.0,20460.0,21017.0,90045
2020-03-02 00:00:00,20597.0,21590.0,20540.0,21482.0,81264
2020-03-03 00:00:00,21500.0,21725.0,20675.0,20835.0,78219
2020-03-04 00:00:00,20872.0,21430.0,20782.0,21430.0,56116
2020-03-05 00:00:00,21407.0,21455.0,20740.0,20807.0,46995
2020-03-06 00:00:00,20827.0,21060.0,20205.0,20427.0,65016
2020-03-09 00:00:00,19575.0,19960.0,18500.0,18860.0,74394
2020-03-10 00:00:00,18837.0,20190.0,18595.0,20030.0,83354
2020-03-11 00:00:00,19930.0,20002.0,18926.0,19171.0,85810
2020-03-12 00:00:00,19038.0,19341.0,16779.0,16804.0,96686
2020-03-13 00:00:00,16864.0,18432.0,16664.0,18132.0,105115
2020-03-16 00:00:00,18159.0,18159.0,16062.0,16415.0,92648
2020-03-17 00:00:00,16430.0,17550.0,16350.0,17334.0,113338
2020-03-18 00:00:00,17279.0,17529.0,16202.0,16659.0,83900
2020-03-19 00:00:00,16619.0,17547.0,16267.0,17079.0,103738
2020-03-20 00:00:00,17087.0,18047.0,16974.0,17229.0,44200
2020-03-23 00:00:00,16722.0,17874.0,15332.0,17524.0,115623
2020-03-24 00:00:00,17574.0,19247.0,17544.0,19177.0,90434
2020-03-25 00:00:00,19174.0,19642.0,18552.0,19139.0,103294
2020-03-26 00:00:00,19152.0,19304.0,18379.0,19294.0,95867
2020-03-27 00:00:00,19327.0,19372.0,18697.0,18727.0,83601
2020-03-30 00:00:00,18416.0,19142.0,18388.0,19132.0,59336
2020-03-31 00:00:00,19127.0,19337.0,18560.0,18675.0,62508
2020-04-01 00:00:00,18685.0,18782.0,17587.0,17622.0,54097
2020-04-02 00:00:00,17637.0,18152.0,17547.0,18059.0,62304
2020-04-03 00:00:00,18094.0,18157.0,17592.0,17699.0,46113
2020-04-03 22:00:00,17672.0,17717.0,17614.0,17682.0,3310
2020-04-03 23:00:00,17679.0,17712.0,17672.0,17699.0,342
2020-04-06 01:00:00,17684.0,17999.0,17664.0,17887.0,524
2020-04-06 02:00:00,17889.0,17987.0,17682.0,17829.0,1422
2020-04-06 03:00:00,17834.0,18422.0,17787.0,18282.0,6640
2020-04-06 04:00:00,18277.0,18357.0,18044.0,18182.0,4982
2020-04-06 05:00:00,18184.0,18322.0,18149.0,18257.0,4139
2020-04-06 06:00:00,18259.0,18307.0,18147.0,18209.0,2890
2020-04-06 07:00:00,18207.0,18362.0,18182.0,18337.0,2731
2020-04-06 08:00:00,18339.0,18672.0,18282.0,18592.0,4256
2020-04-06 09:00:00,18587.0,18719.0,18489.0,18549.0,2116
2020-04-06 10:00:00,18552.0,18682.0,18519.0,18602.0,2316
2020-04-06 11:00:00,18604.0,18607.0,18442.0,18552.0,1985
2020-04-06 12:00:00,18549.0,18652.0,18502.0,18607.0,1519
2020-04-06 13:00:00,18609.0,18617.0,18547.0,18582.0,1311
