time,open,high,low,close,volume
2019-12-31 16:00:00,7237.46,7307.39,7230.86,7246.42,1742
2019-12-31 17:00:00,7246.3,7246.39,7187.8,7187.8,1854
2019-12-31 18:00:00,7186.98,7218.14,7185.87,7209.52,851
2019-12-31 19:00:00,7209.52,7209.52,7155.91,7161.66,676
2019-12-31 20:00:00,7161.66,7165.85,7142.87,7162.23,1453
2019-12-31 21:00:00,7161.72,7176.38,7152.3,7174.97,1284
2019-12-31 22:00:00,7174.97,7177.74,7158.3,7169.33,1096
2019-12-31 23:00:00,7169.15,7181.73,7163.96,7177.91,1302
2020-01-01 00:00:00,7149.0,7180.5,7149.0,7172.5,3968
2020-01-01 01:00:00,7171.0,7176.25,7154.0,7163.5,1923
2020-01-01 02:00:00,7162.5,7164.8,7145.5,7150.5,4196
2020-01-01 03:00:00,7150.5,7201.5,7148.0,7193.0,2454
2020-01-01 04:00:00,7193.0,7218.5,7188.5,7217.0,2525
2020-01-01 05:00:00,7217.0,7218.5,7194.5,7198.5,796
2020-01-01 06:00:00,7198.5,7202.45,7187.5,7188.5,654
2020-01-01 07:00:00,7188.5,7200.5,7188.5,7195.55,1536
2020-01-01 08:00:00,7195.8,7207.5,7192.0,7199.5,1110
2020-01-01 09:00:00,7199.0,7206.5,7168.5,7181.5,1907
2020-01-01 10:00:00,7180.0,7181.0,7151.0,7179.5,1905
2020-01-01 11:00:00,7180.0,7187.0,7164.5,7165.0,386
2020-01-01 12:00:00,7165.5,7182.5,7165.0,7178.77,200
2020-01-01 13:00:00,7178.77,7208.83,7161.93,7172.5,681
2020-01-01 14:00:00,7172.5,7205.25,7172.0,7204.9,818
2020-01-01 15:00:00,7204.9,7211.25,7191.5,7197.0,1522
2020-01-01 16:00:00,7197.0,7212.0,7185.5,7196.5,1564
2020-01-01 17:00:00,7196.0,7237.65,7195.0,7213.45,2640
2020-01-01 18:00:00,7212.5,7227.0,7194.0,7223.5,479
2020-01-01 19:00:00,7223.5,7230.0,7203.5,7218.0,1352
2020-01-01 20:00:00,7218.5,7228.5,7201.5,7217.5,1103
2020-01-01 21:00:00,7217.0,7217.0,7199.0,7207.0,1536
2020-01-01 22:00:00,7206.5,7219.85,7201.5,7215.3,1764
2020-01-01 23:00:00,7215.05,7221.25,7203.5,7211.0,1150
2020-01-02 00:00:00,7221.58,7223.69,7175.38,7183.96,4769
2020-01-02 01:00:00,7183.93,7188.51,7165.86,7185.14,3605
2020-01-02 02:00:00,7185.16,7195.38,7173.61,7195.26,2612
2020-01-02 03:00:00,7195.24,7195.24,7172.03,7175.89,2746
2020-01-02 04:00:00,7175.71,7175.71,7140.97,7151.1,3791
2020-01-02 05:00:00,7151.11,7151.11,7108.56,7111.37,3678
