time,open,high,low,close,volume
2019-12-31 16:00:00,1.12393,1.12402,1.12189,1.12209,2665
2019-12-31 17:00:00,1.12203,1.12339,1.12182,1.12249,5160
2019-12-31 18:00:00,1.12247,1.12323,1.12172,1.12276,4062
2019-12-31 19:00:00,1.12274,1.12305,1.12238,1.12299,1857
2019-12-31 20:00:00,1.123,1.123,1.12236,1.12242,1187
2019-12-31 21:00:00,1.12242,1.12249,1.12179,1.1218,1033
2019-12-31 22:00:00,1.12181,1.12193,1.12158,1.12179,787
2019-12-31 23:00:00,1.1218,1.1218,1.12096,1.1212,553
2020-01-02 00:00:00,1.1212,1.12168,1.12071,1.12153,954
2020-01-02 01:00:00,1.1215600000000001,1.1223,1.1215600000000001,1.12196,833
2020-01-02 02:00:00,1.12191,1.1219999999999999,1.12167,1.12192,615
2020-01-02 03:00:00,1.12191,1.12255,1.12189,1.1222,988
2020-01-02 04:00:00,1.12219,1.12255,1.12194,1.12232,724
2020-01-02 05:00:00,1.12233,1.12241,1.12134,1.12141,802
2020-01-02 06:00:00,1.12143,1.12154,1.12018,1.12022,1136
2020-01-02 07:00:00,1.12021,1.12053,1.12019,1.12053,981
2020-01-02 08:00:00,1.12052,1.12088,1.12047,1.12088,1004
2020-01-02 09:00:00,1.1209,1.12113,1.12053,1.12107,2013
2020-01-02 10:00:00,1.12108,1.12147,1.12061,1.12127,2162
2020-01-02 11:00:00,1.12126,1.1215,1.12022,1.1204,1775
2020-01-02 12:00:00,1.12041,1.12048,1.11937,1.11996,1473
2020-01-02 13:00:00,1.11994,1.12032,1.11849,1.11855,2207
2020-01-02 14:00:00,1.11855,1.1195,1.11838,1.11938,1882
2020-01-02 15:00:00,1.11935,1.11978,1.11904,1.1197,2001
2020-01-02 16:00:00,1.11968,1.11972,1.11706,1.11745,2966
2020-01-02 17:00:00,1.11744,1.1203,1.11712,1.12012,3607
2020-01-02 18:00:00,1.12015,1.12037,1.11658,1.11667,3344
2020-01-02 19:00:00,1.1166800000000001,1.11722,1.1164,1.11704,1864
2020-01-02 20:00:00,1.11706,1.11724,1.1164,1.11705,1596
2020-01-02 21:00:00,1.11704,1.11706,1.11647,1.11666,1330
2020-01-02 22:00:00,1.11666,1.11721,1.11662,1.11693,1207
2020-01-02 23:00:00,1.11693,1.11736,1.11691,1.1172,529
2020-01-03 00:00:00,1.1172,1.1172900000000001,1.1169,1.11715,288
2020-01-03 01:00:00,1.11716,1.11738,1.11705,1.11712,528
2020-01-03 02:00:00,1.11711,1.11764,1.11701,1.11757,734
2020-01-03 03:00:00,1.11758,1.11788,1.11725,1.11738,982
